"cartodb_id","the_geom","the_geom_webmercator","uid","pubdate","volcano_name","country_name","description","sources"
611,"0101000020E61000001B2FDD24065560402B8716D9CE973F40","0101000020110F000024A9ACD6E3BD6B41807FC8A9194E4C41","31.593_130.657_2019-02-13T03:18:35Z","2019-02-13T03:18:35Z","Aira","Japan","\nJMA reported that incandescence from Minamidake crater (at Aira Caldera?s Sakurajima volcano) was visible during 4-12 February. At 1919 on 7 February an event generated a plume that rose 1.3 km above the crater rim and ejected material 1.3-1.7 km from the crater. During 8-12 February there were four events, three of which were explosive. Plumes rose as high as 1.9 km, and boulders were ejected as far as 900 m from the crater. The Alert Level remained at 3 (on a 5-level scale).\n"," Japan Meteorological Agency (JMA) \n"
612,"0101000020E6100000C1CAA145B6CB51C021B0726891ED42C0","0101000020110F000042720AD4553A5EC112C77BD73F6451C1","-37.856_-71.183_2019-02-13T03:18:35Z","2019-02-13T03:18:35Z","Copahue","Chile-Argentina","\nOn 6 February OVDAS-SERNAGEOMIN lowered the Alert Level for Copahue to Green, the lowest level on a four-color scale, noting the return of the crater lake and infrequent surficial activity. In addition, data from the geodetic monitoring network showed only slight deformation during the previous three months. ONEMI lowered the Alert Level to Green (the lowest level on a three-color scale) for the municipality of Alto Biobío.\n"," Oficina Nacional de Emergencia-Ministerio del Interior (ONEMI) ,Servicio Nacional de Geología y Minería (SERNAGEOMIN)\n"
613,"0101000020E6100000F0A7C64B37F95F404A0C022B8716FB3F","0101000020110F00000A9493DEB4276B41106F73A15A020741","1.693_127.894_2019-02-13T03:18:35Z","2019-02-13T03:18:35Z","Dukono","Indonesia","\nBased on satellite data, wind model data, and notices from PVMBG, the Darwin VAAC reported that during 9-10 and 12 February ash plumes from Dukono rose to an altitude of 2.4 km (8,000 ft) a.s.l. and drifted SW. The Alert Level remained at 2 (on a scale of 1-4), and visitors were warned to remain outside of the 2-km exclusion zone.\n"," Darwin Volcanic Ash Advisory Centre (VAAC),Pusat Vulkanologi dan Mitigasi Bencana Geologi (PVMBG, also known as CVGHM)\n"
614,"0101000020E61000009CC420B0728063402B8716D9CE574940","0101000020110F0000B90096701690704104B889650C0C5941","50.686_156.014_2019-02-13T03:18:35Z","2019-02-13T03:18:35Z","Ebeko","Russia","\nVolcanologists in Severo-Kurilsk (Paramushir Island), about 7 km E of Ebeko, observed explosions during 2-8 February that sent ash plumes to 2.3 km (7,500 ft) a.s.l. Ash fell in Severo-Kurilsk on 4 February. The Aviation Color Code remained at Orange (the second highest level on a four-color scale).\n"," Kamchatkan Volcanic Eruption Response Team (KVERT)\n"
615,"0101000020E6100000736891ED7CFF2D4039B4C876BEDF4240","0101000020110F00006145DB0A317A3941D379C8E463555141","37.748_14.999_2019-02-13T03:18:35Z","2019-02-13T03:18:35Z","Etna","Italy","\nINGV reported that during 6-10 February webcams at Etna recorded gas emissions from New Southeast Crater (NSEC) and Voragine Crater, and occasional ash clouds from Northeast Crater (NEC); inclement weather prevented observations during 4-5 February. From the beginning of the afternoon on 6 February discrete ash emissions rose from NEC. The ash emissions were continuous from about 2215 on 7 February to 1015 on 8 February, producing relatively diffuse ash plumes that drifted S and then SE. Ash fell in Nicolosi (14 km S) and Pedara (15 km SSE). A diffuse ash plume drifted SW on 9 February. \n"," Sezione di Catania - Osservatorio Etneo (INGV)\n"
616,"0101000020E6100000B81E85EB51E85F40022B8716D9CEF73F","0101000020110F000070AC84535B196B41E8F26F34F0380441","1.488_127.630_2019-02-13T03:18:35Z","2019-02-13T03:18:35Z","Ibu","Indonesia","\nPVMBG reported that during 5-12 February dense white-to-gray plumes from Ibu rose 200-800 m above the summit and drifted E, S, and W. Foggy conditions occasionally prevented visual observations. The Alert Level remained at 2 (on a scale of 1-4), and the public was warned to stay at least 2 km away from the active crater, and 3.5 km away on the N side.\n"," Pusat Vulkanologi dan Mitigasi Bencana Geologi (PVMBG, also known as CVGHM)\n"
617,"0101000020E6100000894160E5D012624077BE9F1A2FDD0CC0","0101000020110F00004C3A1DD11CB36E4109E26AB9C98718C1","-3.608_144.588_2019-02-13T03:18:35Z","2019-02-13T03:18:35Z","Kadovar","Papua New Guinea","\nAccording to Brad Scott of GeoNet, the Royal New Zealand Air Force released photos of a plume rising from Kadovar at 1640 on 10 February.\n"," Royal New Zealand Air Force via Brad Scott, GeoNet\n"
618,"0101000020E6100000068195438B9C5B40295C8FC2F5281EC0","0101000020110F0000B36B5D0F51736741D4A280486CB029C1","-7.540_110.446_2019-02-13T03:18:35Z","2019-02-13T03:18:35Z","Merapi","Indonesia","\nPVMBG reported that during 1-11 February the volume of the lava dome in Merapi?s summit crater was about the same as the previous week?s estimate of 461,000 cubic meters, and there were no apparent morphological changes. Most of the extruded lava fell into the upper parts of the Gendol River drainage and the SE flank. On 7 February a pyroclastic flow traveled 2 km down the Gendol drainage. The Alert Level remained at 2 (on a scale of 1-4), and residents were warned to remain outside of the 3-km exclusion zone.\n"," Pusat Vulkanologi dan Mitigasi Bencana Geologi (PVMBG, also known as CVGHM)\n"
631,"0101000020E6100000CDCCCCCCCC3C5C40F853E3A59BC41FC0","0101000020110F0000F5F0850F6CFB6741B5BE5A7640112BC1","-7.942_112.950_2019-02-20T03:14:24Z","2019-02-20T03:14:24Z","Tengger Caldera","Indonesia","\nPVMBG reported that at 0600 on 18 February an eruption at Tengger Caldera?s Bromo cone generated a dense white-and-brown ash plume that rose 600 m and drifted WSW. The Alert Level remained at 2 (on a scale of 1-4).\n"," Pusat Vulkanologi dan Mitigasi Bencana Geologi (PVMBG, also known as CVGHM)\n"
619,"0101000020E6100000D578E92631D851C0C976BE9F1A6F42C0","0101000020110F0000233149A7884F5EC1C7D00DE81CDD50C1","-36.868_-71.378_2019-02-13T03:18:35Z","2019-02-13T03:18:35Z","Nevados de Chillan","Chile","\nONEMI and SERNAGEOMIN reported that during 5-12 February growth of the lava dome in Nevados de Chillán?s Nicanor Crater was very slow (0.003-0.004 cubic meters per second). White water vapor emissions, occasionally grayish from included tephra, rose as high as 1 km and drifted in multiple directions. Crater incandescence was recorded by a webcam each day. The Alert Level remained at Orange, the second highest level on a four-color scale, and residents were reminded not to approach the crater within 3 km. ONEMI maintained an Alert Level Yellow (the middle level on a three-color scale) for the communities of Pinto, Coihueco, and San Fabián.\n"," Oficina Nacional de Emergencia-Ministerio del Interior (ONEMI) ,Servicio Nacional de Geología y Minería (SERNAGEOMIN)\n"
620,"0101000020E61000005839B4C876A656C0DD24068195C32C40","0101000020110F0000FC7AEE25A33C63C1D15B6B339FB03841","14.382_-90.601_2019-02-13T03:18:35Z","2019-02-13T03:18:35Z","Pacaya","Guatemala","\nINSIVUMEH reported that during 7-12 February Strombolian explosions at Pacaya?s Mackenney Crater ejected material as high as 25 m above the crater rim. Multiple lava flows traveled 10-250 m down the  NW flank, advancing towards Cerro Chino, and on the E flank. Minor avalanches of material from lava-flow fronts descended the flanks. \n"," Instituto Nacional de Sismologia, Vulcanologia, Meteorologia, e Hidrologia (INSIVUMEH)\n"
621,"0101000020E6100000DBF97E6ABC5455C0295C8FC2F5A82540","0101000020110F000012317007CE1D62C1EAB518D1A1813241","10.830_-85.324_2019-02-13T03:18:35Z","2019-02-13T03:18:35Z","Rincon de la Vieja","Costa Rica","\nOVSICORI-UNA reported possible events at Rincón de la Vieja at 1906 and 1950 on 5 February and at 0120 on 6 February. An event at 0000 on 6 February was also recorded; the report noted that poor weather conditions prevented visual observations of the crater.\n"," Observatorio Vulcanologico y Sismologico de Costa Rica-Universidad Nacional (OVSICORI-UNA) \n"
622,"0101000020E6100000022B8716D9F651C06DE7FBA9F1922FC0","0101000020110F0000797D98299B835EC15A63FA4065293BC1","-15.787_-71.857_2019-02-13T03:18:35Z","2019-02-13T03:18:35Z","Sabancaya","Peru","\nObservatorio Vulcanológico del Sur del IGP (OVS-IGP) and Observatorio Vulcanológico del INGEMMET (OVI) reported that an average of 26 explosions per day occurred at Sabancaya during 4-10 February. Long-period seismic events were recorded, and hybrid earthquakes were infrequent and of low magnitude. Although weather conditions sometimes prevented visual observations, gas-and-ash plumes were seen rising as high as 3 km above the crater rim and drifted 30 km S and SW. MIROVA detected one thermal anomaly. The report noted that the public should not approach the crater within a 12-km radius.\n"," Instituto Geofísico del Perú (IGP),Instituto Geológico Minero y Metalúrgico (INGEMMET)\n"
623,"0101000020E610000017D9CEF753E356C0DD24068195832D40","0101000020110F000009E6AC40547063C123FDAE131B593941","14.757_-91.552_2019-02-13T03:18:35Z","2019-02-13T03:18:35Z","Santa Maria","Guatemala","\nINSIVUMEH reported that during 7-12 February explosions at Santa María's Santiaguito lava-dome complex generated ash plumes that rose 500-700 m and drifted E and SW, causing ashfall on the flanks. Avalanches of material descended the NE, E, and SE flanks of the lava dome.\n"," Instituto Nacional de Sismologia, Vulcanologia, Meteorologia, e Hidrologia (INSIVUMEH)\n"
624,"0101000020E6100000EC51B81E852B6440DD24068195534C40","0101000020110F0000C5E98C10612171412AF92EC84C555D41","56.653_161.360_2019-02-13T03:18:35Z","2019-02-13T03:18:35Z","Sheveluch","Russia","\nKVERT reported that during 2-8 February Sheveluch?s lava dome continued grow, extruding blocks on the N side, and producing hot avalanches and fumarolic plumes. A thermal anomaly was identified in satellite images daily. Video and satellite data recorded gas-and-steam plumes with some ash content rising to 4-5 km (13,100-16,400 ft) a.s.l. and drifted 105 km E and W. The Aviation Color Code remained at Orange (the second highest level on a four-color scale).\n"," Kamchatkan Volcanic Eruption Response Team (KVERT)\n"
625,"0101000020E6100000022B8716D936604017D9CEF753A33D40","0101000020110F00002464B80DA28A6B411451883C27604A41","29.638_129.714_2019-02-13T03:18:35Z","2019-02-13T03:18:35Z","Suwanosejima","Japan","\nJMA reported that crater incandescence at Suwanosejima?s Ontake Crater was visible during 1-8 February. Were small events were occasionally recorded, generating plumes that rose as high as 900 m above the crater rim. The Alert Level remained at 2 (on a 5-level scale).\n"," Japan Meteorological Agency (JMA) \n"
626,"0101000020E61000000C022B8716F154C0CDCCCCCCCC0C2440","0101000020110F0000D50321792CC961C14F63C400B41D3141","10.025_-83.767_2019-02-13T03:18:35Z","2019-02-13T03:18:35Z","Turrialba","Costa Rica","\nOVSICORI-UNA reported that a period of sporadic ash emissions from Turrialba began at 0540 on 8 February and lasted more than one hour. The activity produced ash plumes that rose no more than 200 m above the vent rim. A very small ash emission was visible on 11 February. \n"," Observatorio Vulcanologico y Sismologico de Costa Rica-Universidad Nacional (OVSICORI-UNA) \n"
627,"0101000020E6100000355EBA490C5A5F40736891ED7C3F0640","0101000020110F0000A59F386C86A06A41FFB00E8714E71241","2.781_125.407_2019-02-20T03:14:24Z","2019-02-20T03:14:24Z","Karangetang","Indonesia","\nPVMBG reported that during 13-19 February sometimes-dense white plumes rose as high as 400 m above the rim of Karangetang?s Main Crater. White emissions that were occasionally bluish rose mostly 50-150 m above Kawah Dua?s (North Crater) crater rim, though on 18 February the plumes were grayish and rose 200-300 m. Roaring sounds from the volcano were occasionally noted at an observation post. The Alert Level remained at 3 (on a scale of 1-4), and residents were warned to remain outside of the 2.5-km exclusion zone around the N and S craters, and additionally within 3 km WNW and 4 km NW. \n"," Pusat Vulkanologi dan Mitigasi Bencana Geologi (PVMBG, also known as CVGHM)\n"
628,"0101000020E61000001904560E2DEE634083C0CAA145064B40","0101000020110F00000DFB209947ED7041FB4D93712C635B41","54.049_159.443_2019-02-20T03:14:24Z","2019-02-20T03:14:24Z","Karymsky","Russia","\nKVERT reported that at 1427 on 16 February a satellite image captured an ash plume from Karymsky drifting 55 km SE at altitudes of 2.5-3 km (8,200-10,000 ft) a.s.l. The Aviation Color Code was raised to Orange (the second highest level on a four-color scale). According to the Tokyo VAAC a possible ash plume on 17 February rose to 3.7 km (12,000 ft) a.s.l. and drifted SE. A weak ash plume drifting 117 km ESE was visible in satellite images on 18 February. \n"," Kamchatkan Volcanic Eruption Response Team (KVERT)\n"
629,"0101000020E6100000B4C876BE9FDA4B405839B4C8763E35C0","0101000020110F000019F15B8C0AA85741A7991370827842C1","-21.244_55.708_2019-02-20T03:14:24Z","2019-02-20T03:14:24Z","Piton de la Fournaise","France","\nOVPF reported that a seismic crisis began at Piton de la Fournaise at 1521 on 16 February accompanied by rapid deformation. The number of earthquakes sharply decreased at 1618 and deformation stopped at 1630. A second seismic crisis began at 0916 on 18 February, again accompanied by rapid deformation. Tremor commenced at 0948, coincident with at least eruptive fissures opening on the E flank of Dolomieu crater. Weather conditions prevented good views of the eruption site. Lava fountains rose less than 30 m above the vents, and after about an hour the longest lava flow reached 1,900 m elevation. Lava effusion ceased at 2200 on 18 February. A seismic crisis began at 1500 on 19 February, and tremor began to be recorded at 1700. Gas emissions were recorded by webcams for about an hour. During an overflight on 20 February the OVPF team observed a new eruption site located at 1,800 m elevation at the foot of Piton Madoré. One fissure opened and at 0620 only one lava fountain was active. The front of a lava flow reached 1,300 m elevation. \n"," Observatoire Volcanologique du Piton de la Fournaise (OVPF)\n"
